product_name,product_category,review_size,type,content,review,stars
Smeg W-1300,WASHING_MACHINE,Long,Negative,['Product appearance' 'Price'],"Honestly, I'm so disappointed with this purchase. I was lured in by the retro aesthetic – it *looked* stunning in the showroom and online, a real statement piece for my laundry room. But up close, the quality just isn't there. The chrome finish feels incredibly flimsy and already has scratches appearing, which is ridiculous for a brand-new appliance at this price point. Speaking of price, it’s absolutely extortionate! You're paying a massive premium for the look, and it feels like you're getting very little in return. I've owned washing machines that cost a fraction of this and felt far more robust. The design is beautiful, yes, but beauty shouldn't come at the expense of quality and value. I’m seriously regretting this decision and considering returning it, despite the hassle of installation and removal. It’s a shame because I really wanted to love it, but the price doesn’t even remotely justify the underwhelming build and finish.",1
IKEA W-400,WARDROBE,Long,Negative,['Price' 'Product appearance'],"Honestly, I'm so disappointed with this wardrobe. I was really hoping for something that would look sleek and modern in my bedroom, but the finish is just… cheap. The veneer feels incredibly thin and easily scratches, and the color isn't as rich as it appeared online. For the price, I expected a much higher quality of materials. It feels like something that should cost half as much, not what I actually paid. The assembly was also a nightmare – the instructions were confusing, and several pieces didn't seem to fit quite right. I understand that flat-pack furniture can be tricky, but this was beyond frustrating. I'm now considering returning it, which is a huge hassle, because I really need the storage space, but I can't shake the feeling that I've wasted my money. It’s a shame because the design itself is quite nice, but the overall build quality and the price point just don’t match up.",2
Philips M-8000,MICROWAVE,Long,Negative,['Functionality' 'Delivery' 'Price'],"Honestly, I'm so disappointed with this microwave. Where do I even begin? The delivery was a complete nightmare – it arrived a week late, and the packaging looked like it had been through a warzone. I was expecting a pristine appliance, but there were dents and scratches all over it. Then there's the functionality; it just doesn't seem to heat evenly. I've tried different power levels and cooking times, but some parts of my food are still cold while others are scorching hot. It feels incredibly unreliable, and I'm constantly worried it's going to break down. And to top it all off, the price was exorbitant! I've seen better microwaves for significantly less money. I really wanted to love this appliance, especially given the brand's reputation, but it's been nothing but a frustrating experience. I wouldn’t recommend this to anyone.",1
Toshiba M5-750,REFRIGERATOR,Medium,Negative,['Price' 'Functionality'],"Honestly, I'm pretty disappointed with this refrigerator. The price was significantly higher than comparable models, and for what I paid, the functionality just isn't there; the freezer space is oddly configured, and the temperature fluctuates way more than it should. I was hoping for a reliable appliance, but it feels like I overpaid for something that doesn't quite deliver.",2
Frigidaire M-1500,MICROWAVE,Medium,Positive,['Delivery'],"I was pleasantly surprised by how smoothly the delivery process went! The delivery team was incredibly careful bringing the microwave into my kitchen, even navigating a bit of a tight space. They were friendly and efficient, and I really appreciate the extra care they took to ensure everything arrived safely. It's rare to have such a positive delivery experience these days, and it definitely set a good tone for enjoying my new appliance.",5
IKEA B-500,BED,Medium,Positive,['Functionality' 'Delivery' 'Price'],"I was pleasantly surprised by how smoothly the delivery process went – the guys were really efficient and careful bringing the bed frame up to my apartment. The price was also incredibly reasonable, especially considering the solid construction and simple, clean design; it's a fantastic value for the money, although I do wish the slats were a little more secure.",4
Wayfair C-1300,CHAIR,Small,Negative,['Functionality' 'Delivery'],"The chair arrived incredibly late and damaged, making the whole experience frustrating and disappointing, despite the initial appearance being somewhat appealing.",1
Sharp A-9000,AIR_CONDITIONER,Medium,Positive,['Price' 'Delivery' 'Product appearance'],"I was pleasantly surprised by how affordable this air conditioner was, especially considering the features it offers. The delivery was incredibly fast too; it arrived a day earlier than expected, and the unit was well-packaged. I really appreciate the sleek, modern design – it looks fantastic in my living room and doesn't detract from the overall aesthetic. It’s a great combination of value, convenience, and style!",4
Pottery Barn C-2300,CHAIR,Small,Positive,['Functionality' 'Product appearance' 'Delivery'],"The chair arrived surprisingly quickly and was very well-packaged, though the delivery person just left it on my porch without a knock, which was a little inconvenient, but otherwise, it's a beautiful and comfortable addition to my living room!",4
West Elm T-2700,TABLE,Medium,Negative,['Delivery' 'Price'],"Honestly, I'm pretty disappointed with this purchase. The table itself looks nice, but the delivery was an absolute nightmare – weeks late and with zero communication about delays. And for the price, I expected a much smoother experience; it feels like I paid a premium for terrible service.",2
Pottery Barn C-2300,CHAIR,Long,Positive,['Price'],"I'll admit, I was hesitant about spending this much on a chair. There are so many options out there, and it's easy to get caught up in the 'deal' mentality. However, after doing a lot of research and reading countless reviews, I decided to take the plunge, and I'm so glad I did. The quality is truly exceptional, and you can feel the difference in the materials and construction. While the price point is definitely higher than some competitors, I feel like I got a really solid value for my money. It's an investment piece that I expect to last for years, and honestly, the peace of mind knowing I'm not going to be replacing it anytime soon is worth the extra cost. It's a beautiful addition to my living room, and I've already received so many compliments. It's one of those purchases that just makes you feel good, and that's priceless.",4
Wayfair S-1100,SOFA,Long,Positive,['Product appearance' 'Functionality'],"I've been searching for a sofa that truly elevates a room's aesthetic, and this one absolutely delivers. The design is just stunning – the clean lines and the subtle texture of the fabric create a sophisticated look that's both modern and timeless. Initially, I was a little concerned about the depth of the seating, as I like to really sink in after a long day, but it's actually perfect! It's deep enough to be comfortable, but not so deep that it feels like you're falling in. My family loves sprawling out on it for movie nights, and I've gotten so many compliments on how beautiful it looks in my living room. While the cushions do require a bit of fluffing to maintain their shape, it's a small price to pay for such a gorgeous and functional piece of furniture. Honestly, I was a bit hesitant about the price point, but the quality and the overall look are worth every penny. It’s a real statement piece and has completely transformed my living space. I'm so glad I took the plunge!",5
Panasonic Q2-300,REFRIGERATOR,Medium,Negative,['Delivery' 'Product appearance'],"Honestly, I'm quite disappointed with the whole experience. The delivery was a complete mess – they were hours late and the delivery team seemed completely disinterested in handling the appliance with care. And when it finally arrived, the stainless steel finish had several noticeable scratches and fingerprints all over it; it just doesn't look like a premium refrigerator should. It's frustrating to pay this much money for something that arrives damaged and looking less than perfect.",2
GE W-5000,WASHING_MACHINE,Small,Negative,['Delivery' 'Functionality' 'Price'],"The delivery was a complete disaster, with the appliance arriving damaged and the delivery personnel incredibly rude, making me question whether the functionality will even be reliable given this start.",1
Wayfair W-1400,WARDROBE,Medium,Positive,['Functionality' 'Price' 'Product appearance'],"I was initially a little hesitant about the price, but honestly, the functionality of this wardrobe is incredible for the cost. The shelves are sturdy, the hanging space is ample, and the drawers glide smoothly – it's really maximized my closet space and helped me get organized. It looks great too, a really clean and modern design that fits perfectly with my bedroom decor. I'd definitely recommend it!",4
Panasonic W-7000,WASHING_MACHINE,Long,Negative,['Price' 'Delivery' 'Product appearance'],"Honestly, I'm incredibly disappointed with the whole experience. Let's start with the price – it was significantly higher than comparable models, and I was really hoping for a premium feel to justify the cost. Then there was the delivery; it was a complete mess. They were late, didn't call to confirm, and when they finally arrived, they practically threw the washing machine into my utility room, scratching the floor and denting the side panel. The appearance itself isn't terrible, it's a fairly standard white box, but the damage from the delivery really detracts from any aesthetic appeal it might have had. I understand things can go wrong, but the lack of care and communication was shocking, and it’s made me question whether I made the right choice. It feels like I paid a lot for a machine that arrived damaged and with a frustratingly poor delivery service. I’m considering returning it, which is a hassle in itself, but I don’t know if I can trust this company to handle it properly. The whole process has been stressful and unpleasant.",1
Panasonic M-7000,MICROWAVE,Long,Negative,['Product appearance' 'Price' 'Functionality'],"Honestly, I'm really disappointed with this microwave. I was drawn in by the sleek design and modern look – it *looked* like a premium appliance, and that's a big part of why I chose it. But the appearance is really the only good thing I can say. The price was frankly outrageous for what you get. It’s significantly more expensive than comparable models, and the functionality just doesn’t justify the cost. The controls are clunky and unintuitive, and the preset cooking times are often wildly inaccurate. I've had to constantly adjust cooking times, which defeats the purpose of having a microwave in the first place! And don't even get me started on the interior – it feels cheap and difficult to clean. I really expected better quality for the price point, especially from a brand like this. It feels like style over substance, and I regret this purchase immensely. It's a frustrating experience every time I use it.",1
Pottery Barn C-2300,CHAIR,Long,Negative,['Functionality' 'Delivery' 'Price'],"I really wanted to love this chair, and honestly, the aesthetic is beautiful – it looks fantastic in my living room. However, the functionality is just incredibly disappointing. The seat cushion is so firm it's uncomfortable to sit in for more than a few minutes, and the back support feels almost non-existent. Then there's the delivery. It took nearly three weeks to arrive, and when it finally did, the packaging was damaged, and there was a noticeable scratch on the armrest. For the price point, I expected a much higher level of quality and a far smoother delivery experience. It feels like I paid a premium for a product that's just...mediocre. I'm seriously considering returning it, which is a huge hassle given the time and effort I've already put into it. It’s a gorgeous chair, yes, but a frustrating purchase overall.",2
Panasonic M-7000,MICROWAVE,Small,Negative,['Price' 'Product appearance'],"For the price, I expected a microwave with a more modern and less bulky design; it just looks quite dated.",2
LG M-2000,MICROWAVE,Small,Negative,['Product appearance' 'Delivery'],"The microwave itself looks okay, but the delivery was a complete disaster – it arrived two days late and the box was severely damaged, which honestly makes me question the care taken in handling it.",2
Bosch S3-200,REFRIGERATOR,Small,Negative,['Functionality' 'Delivery' 'Price'],"The delivery was a complete disaster, with the appliance arriving significantly later than promised and with noticeable cosmetic damage, making me question the value for the price.",1
Panasonic W-7000,WASHING_MACHINE,Small,Positive,['Product appearance'],I was really surprised by how sleek and modern this washing machine looks – it's a definite upgrade to my laundry room!,5
Pottery Barn S-2100,SOFA,Medium,Positive,['Delivery' 'Product appearance' 'Functionality'],"We were a little nervous ordering a sofa online, but the delivery was surprisingly smooth and the team were really careful bringing it into the room. The sofa itself is absolutely gorgeous; the fabric is beautiful and the design is so classic and elegant – it's exactly what we were hoping for. While the cushions could be a little firmer, it's still incredibly comfortable and feels really well-made. It's definitely a statement piece and we've already had so many compliments!",4
Wayfair C-1300,CHAIR,Small,Positive,['Price' 'Delivery' 'Product appearance'],"I was pleasantly surprised by how affordable this chair was, and it arrived much faster than expected, looking exactly as pictured online!",5
Panasonic M-7000,MICROWAVE,Long,Positive,['Delivery' 'Functionality' 'Price'],"I was a little hesitant to spend this much on a microwave, but I'm so glad I did! The delivery was incredibly fast – I ordered it on a Tuesday and it arrived on Wednesday morning, which was a pleasant surprise. Setting it up was a breeze, and the sleek design looks fantastic in my kitchen. Honestly, the functionality is where this microwave really shines. It heats food evenly and quickly, and the pre-programmed settings for things like popcorn and potatoes are actually useful! I was initially worried about the price being too high, but considering the quality, the features, and the speed, I think it's a really worthwhile investment. It's a bit pricier than your standard microwave, sure, but you're paying for a premium product that I expect will last for years. It's made cooking so much easier and faster, and it just feels like a really well-made appliance. I'd definitely recommend it to anyone looking for a top-of-the-line microwave.",5
GE M-5000,MICROWAVE,Small,Negative,['Product appearance' 'Delivery'],"The microwave arrived looking damaged, and the delivery person just left it on my porch without a signature, which was incredibly unprofessional.",1
Pottery Barn C-2300,CHAIR,Medium,Negative,['Functionality' 'Delivery' 'Product appearance'],"I was really excited about this chair, and honestly, the look of it in the pictures was beautiful. However, the functionality is just awful – the seat is incredibly stiff and uncomfortable, and the back doesn't offer any real support. Plus, the delivery was a complete nightmare; it took weeks to arrive, and when it finally did, the packaging was damaged. I'm so disappointed, especially considering the price point.",2
Toshiba M-1000,MICROWAVE,Long,Negative,['Product appearance'],"Honestly, I'm really disappointed with the look of this microwave. I was expecting something a bit more modern, especially considering the price point. The plastic feels incredibly cheap and flimsy, and the design is just… bland. It looks like something from the early 2000s, not a contemporary kitchen appliance. The finish is also prone to showing fingerprints and smudges, which means I'm constantly wiping it down. It's not a dealbreaker, I suppose, as it technically *works*, but visually, it's a real eyesore and clashes with the rest of my kitchen's aesthetic. I understand functionality is key, but a little attention to design wouldn't have hurt. I've seen better-looking microwaves at half the cost. It just feels like a missed opportunity to create a product that's both practical and appealing.",2
Kenmore M-1600,MICROWAVE,Long,Positive,['Price' 'Delivery'],"I was really impressed with the whole experience of getting this microwave. I've been needing a new one for ages, and was dreading the hassle of ordering online and then dealing with the delivery. But honestly, it was incredibly smooth! The price was fantastic, definitely the best I could find for the features, and the delivery was surprisingly fast. They even called me to confirm a delivery window, which is a nice touch. I was a little worried about the size, but it fits perfectly on my countertop. It's not the fanciest looking appliance, but it does the job and I'm so happy with how easy the whole process was. I'd definitely recommend this to anyone looking for a reliable microwave without breaking the bank, especially if you value a hassle-free delivery experience.",4
Ashley T-700,TABLE,Long,Negative,['Functionality' 'Product appearance' 'Delivery'],"I'm incredibly disappointed with this table. The delivery was an absolute nightmare – it took almost three weeks to arrive, and the customer service was completely unhelpful when I tried to track it. When it finally did arrive, the packaging was damaged, and consequently, so was the table itself! There's a noticeable scratch on the surface, and the color isn't even close to what was advertised online. The quality just feels cheap, and I honestly expected better for the price I paid. It wobbles slightly, and I'm concerned about its long-term stability. Honestly, I'm considering returning it, but the hassle of dealing with the delivery again is enough to make me hesitate. It’s a shame because the design initially appealed to me, but the poor execution and dreadful delivery experience have completely soured my opinion.",1
Sharp W-9000,WASHING_MACHINE,Long,Positive,['Product appearance' 'Functionality'],"Okay, so I've had this washing machine for about six months now, and I feel like I can finally give a proper assessment. First off, the design is absolutely gorgeous. It's a real statement piece in my laundry room – the sleek lines and the brushed stainless steel finish are just stunning. I was initially worried it might look too industrial, but it's actually quite elegant and modern. Beyond the looks, it's been a fantastic performer. The functionality is top-notch; it handles everything from delicate silks to bulky towels with ease. I especially love the steam cycle – it really helps to freshen up clothes and reduce wrinkles. There are a *lot* of cycles, which can be a bit overwhelming at first, but I've mostly settled on a few favorites. The noise level is surprisingly quiet, even during the spin cycle, which is a huge plus. Honestly, the only minor quibble I have is that the control panel can be a little fiddly to navigate sometimes, and I wish the detergent dispenser was a bit larger. But those are really minor complaints compared to the overall excellence of this machine. It's an investment, for sure, but one I'm incredibly happy I made. It's truly elevated my laundry experience!",5
Siemens M-1900,MICROWAVE,Long,Positive,['Product appearance' 'Price'],"I've been eyeing a new microwave for a while, and I'm so glad I finally took the plunge with this one. Honestly, I wasn't expecting much at this price point, but the sleek, minimalist design really impressed me. It just looks so clean and modern in my kitchen – a significant upgrade from my old, bulky model. The stainless steel finish is beautiful and it doesn't show fingerprints easily, which is a huge plus! I was initially worried about the price being too good to be true, but the quality feels surprisingly solid. It's a fantastic value for the money, and I'm really happy with my purchase. It's simple to use, and the appearance elevates the whole kitchen. I'd definitely recommend it to anyone looking for a stylish and affordable microwave.",4
Whirlpool TQ-500,REFRIGERATOR,Medium,Positive,['Delivery' 'Price' 'Functionality'],"I was pleasantly surprised by how smooth the delivery process was! The team was punctual, very careful bringing the appliance in, and even took the old one away. Considering the features and overall quality, the price felt really fair, especially compared to other models I was looking at. Everything works exactly as it should, and the storage space is really well laid out - it’s a big improvement over my old fridge.",4
Kenmore K9-300,REFRIGERATOR,Small,Positive,['Functionality'],This fridge has been a fantastic addition to my kitchen; the adjustable shelves and door bins really maximize space and keep everything organized.,5
Samsung M-3000,MICROWAVE,Medium,Negative,['Price'],"Honestly, I was expecting more for the price. It does the job, yes, but there are definitely cheaper microwaves out there that offer similar functionality. I feel like I overpaid significantly for the brand name, and that's a real disappointment.",2
Whirlpool W-4000,WASHING_MACHINE,Long,Positive,['Price' 'Delivery' 'Product appearance'],"I've been needing a new washing machine for ages, and I'm so glad I finally took the plunge with this one! Honestly, the price was the biggest factor in my decision – I was really trying to be budget-conscious, and this was significantly cheaper than other models with similar features. The delivery was surprisingly smooth too. They called ahead to confirm a time slot, and the two delivery guys were really careful bringing it in and even leveling it for me, which was a huge help. As for looks, I wasn't expecting much, but I'm actually quite pleased with the appearance. It's a clean, modern design that fits in perfectly with my laundry room decor. It's not flashy, but it's definitely not an eyesore either. I was a little hesitant about buying a less well-known brand, but so far, I've been incredibly impressed with the value for money. It's a solid, reliable machine, and I'm confident it will last for years to come. It's a bit louder than my old machine, which is the only minor downside I've noticed, but it's a small price to pay for the price and overall performance. I'd definitely recommend this to anyone looking for a good quality washing machine without breaking the bank.",4
Sharp A-9000,AIR_CONDITIONER,Small,Negative,['Product appearance'],"I was really disappointed with the design; it looks much cheaper in person than I expected, especially for the price point.",2
Pottery Barn B-2500,BED,Long,Negative,['Price' 'Functionality' 'Product appearance'],"Honestly, I'm incredibly disappointed with this bed. I understand that quality materials and craftsmanship come at a cost, but the price tag on this thing was absolutely outrageous – we're talking a sum that could have financed a small car! And for what? The functionality is surprisingly lacking. The slats are flimsy and creak with every movement, which makes for a very restless night's sleep. It feels far less sturdy than I expected for something in this price range. While the aesthetic is pleasing initially, the finish seems prone to scratches and marks, which is frustrating given how much we paid. It's a beautiful piece of furniture in pictures, but the reality is a significant letdown, especially considering the investment. We've had cheaper beds that have felt more substantial and offered a better sleep experience. I really wanted to love it, but the combination of the exorbitant price and the underwhelming performance has left me feeling ripped off.",1
Daewoo A-1700,AIR_CONDITIONER,Long,Negative,['Price' 'Functionality' 'Product appearance'],"I'm really disappointed with this air conditioner. Let's start with the price - it felt incredibly steep for what you get. I understand that cooling power is important, but the functionality is just... lackluster. It struggles to cool even a small room, and the settings seem to have little to no effect. The appearance isn't terrible, it's fairly standard, but honestly, that's the *least* of my concerns. I've had cheaper air conditioners that performed significantly better, and this one just feels like a waste of money. The noise level is also quite high, which makes it difficult to relax or sleep with it running. I was hoping for a reliable and efficient cooling solution, but what I got was a frustrating and overpriced disappointment. I wouldn't recommend this to anyone looking for a good value.",1
Siemens M-1900,MICROWAVE,Small,Negative,['Delivery'],"The delivery was a complete mess – it arrived a week late and the packaging was damaged, leaving me quite frustrated.",1
Kenmore K9-300,REFRIGERATOR,Small,Negative,['Price' 'Product appearance' 'Functionality'],"For the price, the stainless steel finish looks incredibly cheap and doesn't match the rest of my kitchen appliances, which is a real disappointment.",2
GE V4-2000,REFRIGERATOR,Medium,Positive,['Delivery'],"I was pleasantly surprised by how smooth the delivery process was! The team was incredibly careful bringing the refrigerator into my kitchen, navigating a bit of a tight space with ease. They even took the time to level it properly, which is a small detail but really appreciated. While the scheduling was a little tricky initially, the delivery folks were communicative and worked with me to find a convenient time. Overall, a fantastic experience and a great start to enjoying my new appliance.",5
Daewoo A-1700,AIR_CONDITIONER,Small,Positive,['Functionality' 'Product appearance' 'Price'],"For the price, I'm really impressed with how well this air conditioner cools the room and looks quite sleek too!",4
Frigidaire F4-550,REFRIGERATOR,Medium,Negative,['Price' 'Functionality'],"Honestly, I'm pretty disappointed with this refrigerator. The price was a huge factor in my decision, as I was trying to save money, but now I'm wondering if I should have just spent a little more. The functionality is just not what I expected; the freezer space feels smaller than it should be, and the temperature fluctuates quite a bit, which worries me about food spoilage. It's not terrible, and it does look okay, but for the cost, I anticipated a much more reliable and consistent performance.",2
Philips C1-900,REFRIGERATOR,Medium,Positive,['Delivery' 'Functionality'],"The delivery was surprisingly smooth and efficient – the team arrived on time and were incredibly careful maneuvering the appliance into place. I've been really impressed with how well everything seems to be working so far; the temperature is consistent, and the different zones are genuinely helpful for keeping things organized. It’s a bit pricier than other models I considered, but the functionality and the peace of mind knowing it's a quality product make it worthwhile.",4
Haier D2-600,REFRIGERATOR,Small,Positive,['Functionality' 'Price' 'Delivery'],"The delivery was surprisingly quick and efficient, and I was really pleased with the price – it was a great deal for a refrigerator with this much space!",4
Frigidaire W-1500,WASHING_MACHINE,Small,Negative,['Product appearance'],"I was really disappointed with the cheap, plasticky look of this washing machine; it honestly feels like it should cost a lot less.",2
Toshiba M5-750,REFRIGERATOR,Long,Positive,['Product appearance'],"I was genuinely surprised by how beautiful this refrigerator is! I know, it sounds silly to rave about a fridge's looks, but it really elevates my kitchen. I opted for the stainless steel finish, and it’s absolutely stunning – it’s fingerprint-resistant, which is a huge win for a busy household like ours. The clean lines and minimalist design are so modern and sleek, it just feels high-end. Honestly, I've gotten compliments on it from guests already! While the interior layout could be slightly improved, the exterior design is so exceptional that I'm willing to overlook that minor inconvenience. It's a real statement piece and I'm incredibly happy with my purchase; it’s the perfect blend of form and function. I was a little hesitant about the price, but seeing it in my kitchen, I feel it was worth every penny.",5
Siemens A-1900,AIR_CONDITIONER,Small,Positive,['Functionality' 'Price'],"For the price, this air conditioner really delivers on functionality, keeping the room cool and comfortable without breaking the bank.",4
Miele M8-900,REFRIGERATOR,Long,Positive,['Price' 'Functionality' 'Delivery'],"I've been eyeing this refrigerator for ages, and I finally took the plunge! Honestly, the price was a bit of a shock – it's definitely an investment. But you know what they say, you get what you pay for. The delivery was surprisingly smooth, which was a huge relief. I was worried about maneuvering a large appliance into my kitchen, but the delivery team was incredibly professional and efficient. They even took the time to ensure it was perfectly level. While the initial cost is higher than other models I considered, the build quality and features are exceptional. It feels incredibly solid and well-made, and the functionality is just superb – everything is so well-organized and easy to use. It’s a bit of a splurge, but I'm confident it will last for years to come and the excellent delivery experience sealed the deal. I'm really happy with my purchase, despite the initial price tag.",4
Wayfair S-1100,SOFA,Medium,Negative,['Functionality' 'Product appearance'],"I was really excited about this sofa, and the color online looked beautiful, but when it arrived, the fabric just doesn't photograph well – it appears much duller and the texture isn't as soft as I'd hoped. The functionality is also a huge letdown; the cushions flatten out incredibly quickly, and it's not comfortable to sit on for more than a few minutes. It's honestly a shame because the design itself is quite nice, but the poor quality makes it feel like a waste of money.",2
Ashley W-900,WARDROBE,Long,Negative,['Product appearance' 'Functionality' 'Price'],"Honestly, I'm so disappointed with this wardrobe. I was really excited about it, the pictures online looked so sleek and modern, but what arrived was just… underwhelming. The finish is uneven, with noticeable blemishes and a slightly warped door. It doesn’t look anything like the advertised image; the wood grain looks cheap and the overall aesthetic feels very dated. Functionally, it's a nightmare. The drawers stick, the hanging rail feels flimsy and unstable, and the doors don't close properly – I've had to adjust the hinges multiple times, with little success. For the price I paid, I expected a much higher quality product, something that would last and look good. It feels like it's made of the cheapest materials possible, and the construction is just sloppy. I understand that sometimes things can vary slightly from the pictures, but this is a significant difference. I'm seriously considering returning it, but the hassle of doing so is almost as bad as having this eyesore in my bedroom. It's a shame, because the design itself was appealing, but the execution is just terrible. I wouldn't recommend this to anyone looking for a stylish and functional storage solution.",1
Sharp W-9000,WASHING_MACHINE,Medium,Negative,['Functionality' 'Delivery' 'Product appearance'],"Honestly, I'm quite disappointed with this washing machine. The delivery was a complete disaster – they were two days late and didn't even bother to call! Then, when it finally arrived, the exterior looked scratched and damaged, which is a shame because I initially liked the sleek design. But the biggest problem is the functionality; it's just not washing my clothes properly, leaving them still dirty and with a lingering smell. I've tried different settings and cycles, but nothing seems to work. It's a real letdown.",2
IKEA S-100,SOFA,Small,Positive,['Price'],"I was pleasantly surprised by how affordable this sofa is, especially considering the quality you get for the price – it's a fantastic deal!",4
Haier D2-600,REFRIGERATOR,Long,Negative,['Product appearance'],"Honestly, I'm pretty disappointed with the aesthetics of this refrigerator. I understand it's a budget-friendly option, and I was willing to compromise on some features, but the finish is just… cheap. The stainless steel look is more of a brushed silver that's prone to fingerprints and scratches – which, let me tell you, show *horribly*. It doesn’t have that sleek, modern feel I was hoping for; it looks almost plasticky and dated. My kitchen is fairly modern, and this appliance just clashes with everything else. I've tried different cleaning products to see if that would improve the appearance, but nothing seems to make a significant difference. It's not a deal-breaker, as it still functions, but the appearance is a constant source of frustration and makes me question the overall quality. I really wish I had looked at more pictures and videos before committing to this purchase, as the online images didn’t accurately represent how underwhelming it looks in person. It's a shame because the interior space seems adequate, but the exterior design really lets it down.",2
Panasonic W-7000,WASHING_MACHINE,Medium,Positive,['Product appearance'],"I was pleasantly surprised by how sleek and modern this washing machine looks! It's a really nice addition to my laundry room and doesn't feel bulky or industrial like some other models I've seen. The clean lines and minimalist design are a big plus, although the control panel is a little less intuitive than I'd hoped for.",4
Bosch W-6000,WASHING_MACHINE,Small,Negative,['Functionality'],"I'm really disappointed with how this washing machine handles delicate cycles; my sweaters came out incredibly shrunk and damaged, which isn't what I expect from a premium appliance.",1
Frigidaire M-1500,MICROWAVE,Long,Negative,['Functionality' 'Product appearance' 'Delivery'],"I'm incredibly disappointed with this microwave, and honestly, the whole experience has been a headache from start to finish. The delivery itself was a complete mess – the driver seemed utterly lost and arrived two days late without any communication. When the microwave finally did arrive, the exterior looked scuffed and damaged, like it had been through a warzone. I understand that things can happen during shipping, but the lack of care was astounding. Then there's the functionality; it just doesn't seem to heat evenly. I've tried adjusting the power levels and cooking times, but I still end up with some parts of my food cold and others scalding hot. It’s frustrating and inconvenient, especially when I rely on a microwave for quick meals. The design isn't terrible, but the damage it sustained during delivery really detracts from any aesthetic appeal. Honestly, I'm considering returning it, but the hassle of dealing with another delivery seems unbearable. I really wish I'd read more reviews before making this purchase.",1
Frigidaire A-1500,AIR_CONDITIONER,Small,Negative,['Delivery' 'Product appearance' 'Functionality'],"The unit arrived damaged, looked cheap, and barely cools the room, making me question whether I should have just suffered through the heat.",1
Kenmore M-1600,MICROWAVE,Long,Negative,['Price' 'Product appearance'],"Honestly, I'm pretty disappointed with this microwave. I was really hoping for something a bit more stylish, especially considering the price tag. The stainless steel finish looks cheap and plasticky – it's not the sleek, modern look I was going for. It feels like something you'd find on a much less expensive model, and the overall design just seems dated. I understand that functionality is key, but for what I paid, I expected a more premium appearance. The interior also feels flimsy, and I'm a little worried about its long-term durability. It’s just not worth the money when you can find similar functionality with a better aesthetic elsewhere. It’s a shame because it technically works as a microwave, but the visual aspect is a major letdown.",2
Frigidaire A-1500,AIR_CONDITIONER,Small,Negative,['Price' 'Functionality' 'Product appearance'],"For the price, I expected a lot more from this air conditioner; the design feels cheap and the cooling isn't nearly as effective as it should be.",2
Bosch W-6000,WASHING_MACHINE,Medium,Negative,['Price'],"Honestly, I'm a bit disappointed with the price of this washing machine. It boasts all these fancy features, which is great, but when you factor in the cost, it feels significantly overpriced compared to similar models on the market. I understand you're paying for the brand name and potentially better build quality, but I'm not entirely convinced the value justifies the premium.",2
LG A-2000,AIR_CONDITIONER,Medium,Positive,['Delivery'],"I was really impressed with the delivery service! They were incredibly punctual and communicative, keeping me updated every step of the way. The team who brought the unit in were polite and careful, ensuring everything was handled with care – a much better experience than I've had with other appliance deliveries.",5
Philips M-8000,MICROWAVE,Long,Negative,['Functionality' 'Price' 'Product appearance'],"Honestly, I'm really disappointed with this microwave. I was drawn in by the sleek design and modern look – it *does* look nice on my countertop, I'll give it that. But the functionality is just…off. Things don't heat evenly; I've had to rotate plates multiple times to get a consistent cook. And the preset buttons? Forget about them! They seem completely arbitrary. I tried using the 'popcorn' setting, and it either burned the popcorn to a crisp or left it completely unpopped. The price was also a huge factor in my decision, and I feel like I seriously overpaid for what I got. For the amount of money I spent, I expected a much more reliable and user-friendly experience. It's frustrating to have to constantly monitor the cooking process and adjust times manually. It's a shame because the aesthetic is appealing, but the performance just isn't there. I'm starting to regret this purchase and considering returning it.",1
Samsung XR-12A,REFRIGERATOR,Long,Negative,['Price' 'Product appearance' 'Delivery'],"Honestly, I'm incredibly disappointed with the entire experience surrounding this refrigerator. Let's start with the price – it was significantly higher than comparable models with similar features. I really wanted to love the sleek, modern look I saw online, but the actual appearance is just... cheap. The stainless steel finish is fingerprint magnet, and the handle feels flimsy. Then there's the delivery. The delivery team was late, and they clearly didn't take care when bringing it in. They scratched the floor and dented the side of the fridge! I had to spend extra time and money to fix the damage to my floor and now I'm dealing with a visible dent. The customer service was unhelpful, offering only a generic apology and a form to file a claim. It's been weeks, and I'm still waiting on a resolution. While the fridge itself seems to be keeping things cold, the hassle and expense associated with getting it here and the poor quality of the materials just aren't worth it. I wouldn't recommend this to anyone.",1
Pottery Barn B-2500,BED,Long,Positive,['Price' 'Delivery'],"I was a little hesitant to purchase a bed online, especially something as significant as this one, but I'm so glad I took the plunge! The price was definitely a huge factor in my decision – it felt like a really good value for the quality I was seeing online, and I’ve been consistently impressed with Pottery Barn’s reputation. However, the delivery experience was a bit of a rollercoaster. Initially, the estimated delivery window was quite broad, and I felt like I was constantly checking for updates. When it finally arrived, the delivery team was fantastic – they were incredibly careful bringing the bed into my room and setting it up. There was a slight delay in communication about the exact delivery date, which caused a bit of stress, but honestly, the beautiful bed itself completely overshadowed that minor inconvenience. It’s even more gorgeous in person than I imagined, and the construction feels incredibly solid. It was worth every penny, and I'm already dreaming of cozy nights!",4
