product_name,product_category,review_size,type,content,review,stars
West Elm T-2700,TABLE,Medium,Positive,['Price'],I was pleasantly surprised by how affordable this table feels for its quality—it's a real steal for the price point. The value really shines when you compare it to other mid‑range options in the market.,5
LG M-2000,MICROWAVE,Small,Negative,['Product appearance'],"The microwave's bland, cheaply‑made exterior looks like it was assembled in a discount store.",1
Wayfair C-1300,CHAIR,Small,Positive,['Product appearance' 'Functionality'],"I love how the sleek, modern design of this chair not only looks great in my living room but also feels incredibly supportive and comfortable during long reading sessions.",5
Frigidaire W-1500,WASHING_MACHINE,Long,Positive,['Product appearance' 'Functionality' 'Price'],"From the moment I unboxed the machine, its sleek stainless‑steel finish caught my eye—clean lines and a modern look that fits perfectly in my laundry room.
Inside, the controls are intuitive, with a clear display and simple dials that make selecting cycles a breeze.
The wash performance is impressive; my clothes come out soft and spot‑free even on the toughest stains, and the quiet motor keeps the noise to a minimum.
I was pleasantly surprised by the price point—considering the build quality and feature set, it feels like a great value compared to other mid‑range washers.
Overall, this unit delivers on style, efficiency, and affordability, making it a standout choice for anyone looking for a reliable washing machine.",5
West Elm T-2700,TABLE,Medium,Negative,['Delivery' 'Price'],"I was really disappointed with how long it took for my table to arrive – it was almost a month after ordering, and the shipping cost alone was outrageous. Even after finally receiving it, the price felt like a steep overcharge for a piece that looks nothing special.",1
Samsung XR-12A,REFRIGERATOR,Medium,Negative,['Product appearance'],"The refrigerator's appearance is disappointing; the stainless steel finish looks dull and the panel seams are visibly uneven. Even the door handles feel flimsy, giving the whole unit a cheap look that doesn't match its price.",1
Herman Miller C-1800,CHAIR,Medium,Positive,['Product appearance'],"The chair’s appearance is striking—sleek lines paired with a high‑quality, breathable mesh give it a modern, professional look that instantly elevates any office space. I love how the subtle color options blend seamlessly with my décor, and the polished metal accents add a touch of sophistication that feels both luxurious and functional.",5
Herman Miller T-1700,TABLE,Small,Negative,['Product appearance'],"The table's design looks like a cheap knockoff, with dull paint and a flimsy frame that feels like it could fall apart.",2
Electrolux A-1200,AIR_CONDITIONER,Long,Negative,['Price' 'Delivery'],"First of all, the delivery took an absurd amount of time.
I was told it would arrive in two days, but it didn't show up until a week later, and the courier left it on the porch in the middle of a storm.
When it finally arrived, the packaging was torn and the unit looked like it had been handled roughly.
On top of that, the price tag was way higher than comparable models I've seen, and I felt like I was overpaying for a subpar product.
All in all, I wouldn't recommend this to anyone looking for a reliable and affordable air conditioner.",1
Miele M-1800,MICROWAVE,Long,Positive,['Price' 'Functionality' 'Product appearance'],"I recently upgraded my kitchen with this new microwave and was pleasantly surprised by how well it balances performance and value.
The price point feels surprisingly reasonable for a brand that typically leans toward the premium end, especially when you consider the advanced features it offers.
Functionally, it heats food evenly and offers a smart sensor mode that eliminates the guesswork, making meal prep a breeze.
Its sleek, minimalist design fits seamlessly into any countertop, and the brushed stainless steel finish gives it a modern, almost premium look without the hefty price tag.
Overall, this microwave delivers on all fronts—price, performance, and style—making it a standout choice for anyone looking to upgrade without breaking the bank.",5
Herman Miller S-1600,SOFA,Medium,Positive,['Delivery'],"I was pleasantly surprised by how quickly the Herman Miller S-1600 arrived—delivery was faster than I expected, and the package was handled with care, arriving in perfect condition. The whole process felt seamless, and I could set up my new sofa in no time, which made the whole experience feel like a breeze.",5
Herman Miller W-1900,WARDROBE,Small,Negative,['Delivery'],I was disappointed when the delivery took three weeks and the package arrived damaged.,1
Siemens S2-500,REFRIGERATOR,Small,Positive,['Product appearance'],The sleek stainless steel finish of this refrigerator instantly elevates the look of my kitchen.,5
Frigidaire M-1500,MICROWAVE,Small,Positive,['Product appearance'],"I love the sleek, modern look of this microwave, it fits perfectly in my kitchen.",5
Toshiba A-1000,AIR_CONDITIONER,Long,Negative,['Price' 'Delivery'],"I was excited to get the unit, but the delivery took an absurd amount of time and the price was way above what I expected for a unit of this size.
The shipping cost alone made the total cost feel like a premium that wasn't justified by any extra features.
When it finally arrived, the packaging was damaged and the unit was slightly scratched, which made me question the quality control.
I had to wait for a replacement part that never came, and the customer service was unresponsive.
Overall, I feel overcharged and disappointed with the whole experience.",2
West Elm C-2800,CHAIR,Long,Positive,['Functionality' 'Price'],"I recently bought this chair for my home office and it's been a game changer in terms of comfort and support.
The seat cushion is firm yet plush, and the backrest provides excellent lumbar support during long work sessions.
It feels surprisingly sturdy for the price, with solid wood legs that don't wobble.
The design is sleek and modern, fitting perfectly into my minimalist décor without breaking the bank.
Overall, I’m thrilled with the functionality and value, and I would highly recommend it to anyone looking for a budget-friendly yet high-quality chair.",5
Kenmore W-1600,WASHING_MACHINE,Small,Negative,['Delivery' 'Functionality' 'Product appearance'],"I was disappointed with the Kenmore W-1600 because the delivery was delayed, the machine's appearance was dull and unappealing, and it failed to perform basic wash cycles.",1
Panasonic W-7000,WASHING_MACHINE,Medium,Negative,['Product appearance' 'Price' 'Delivery'],"The machine looks like it was assembled from leftover parts, with a dull gray finish that feels cheap. I paid a premium price for a brand name, but the features are underwhelming, and the delivery took an extra week, which was frustrating.",2
Sharp A-9000,AIR_CONDITIONER,Medium,Positive,['Price'],"I was pleasantly surprised by how affordable this unit is for the level of performance it delivers; the price point feels like a steal compared to other high‑end models on the market. Even though it’s a bit pricier than basic units, the savings on energy bills over time more than justify the initial investment.",4
Ashley C-800,CHAIR,Medium,Positive,['Delivery' 'Product appearance' 'Functionality'],"I was pleasantly surprised by how quickly the chair arrived—just two days after ordering, it was already set up and ready to use. The sleek, modern look fits perfectly in my office, and the ergonomic design makes long work sessions feel effortless. Overall, this chair exceeded my expectations in every way I was hoping for.",5
Electrolux W-1200,WASHING_MACHINE,Medium,Positive,['Delivery'],"I was pleasantly surprised by how quickly the delivery arrived; the courier arrived within 48 hours, right on schedule. The package was securely wrapped and the installer was friendly and efficient, making the whole experience smooth and hassle-free.",5
IKEA C-300,CHAIR,Medium,Negative,['Product appearance' 'Functionality' 'Price'],"I was disappointed with the look of this chair – the paint started peeling after just a week, and the plastic frame feels flimsy. The seat is uncomfortable and the back support is almost nonexistent, so it’s not practical for long use, and at the price point I expected a sturdier build. Overall, it’s a let‑down for the money.",1
Kenmore A-1600,AIR_CONDITIONER,Long,Negative,['Functionality' 'Delivery' 'Price'],"I ordered the Kenmore A-1600 expecting a reliable unit, but it was a nightmare from start to finish.
The delivery took almost a month, and when it finally arrived, the packaging was damaged and the unit was missing a key part.
Even after assembling it, the air conditioner barely lowered the room temperature and made a constant rattling noise that was impossible to ignore.
I had to call customer support twice, and each time they offered a vague apology and a promise to send a replacement, but nothing ever arrived.
To top it off, the price tag was steep for a unit that fails to perform, making me feel like I was overpaying for a broken appliance.",1
Bosch S3-200,REFRIGERATOR,Small,Positive,['Price' 'Functionality' 'Product appearance'],"I love this fridge; it’s stylish, works great, and its price is unbeatable for the quality it delivers.",5
Miele W-1800,WASHING_MACHINE,Small,Negative,['Functionality' 'Product appearance'],"I was disappointed with the Miele W-1800's clunky interface and its bulky, unattractive design that looks more like a relic than a modern appliance.",2
Electrolux W-1200,WASHING_MACHINE,Medium,Negative,['Functionality'],"I was excited to try this washing machine, but it quickly turned out to be a nightmare. The spin cycle never reaches the promised speed, and the water level sensor keeps misreading, causing clothes to come out soggy.",1
Herman Miller W-1900,WARDROBE,Small,Positive,['Price' 'Functionality' 'Product appearance'],"I love how this wardrobe offers sleek, modern design, excellent functionality, and surprisingly affordable price for a high‑end piece.",5
Panasonic M-7000,MICROWAVE,Medium,Negative,['Delivery'],I was really disappointed with the delivery of my microwave—it arrived two weeks later than promised and the tracking info stopped updating halfway through the journey. The customer service team was unhelpful and didn't offer any compensation or clear explanation for the delay.,1
Bosch S3-200,REFRIGERATOR,Small,Negative,['Functionality' 'Delivery'],I was disappointed with both the sluggish performance of the fridge and the delayed delivery that left me waiting weeks for a product that never met expectations.,1
Toshiba M5-750,REFRIGERATOR,Small,Positive,['Delivery' 'Price' 'Product appearance'],"The delivery was prompt, the price was unbeatable, and the sleek appearance of the unit makes it a standout addition to any kitchen!",5
IKEA B-500,BED,Long,Negative,['Functionality'],"I bought this bed hoping it would be a solid, comfortable piece for my bedroom, but the functionality has been a nightmare.
The frame feels flimsy and wobbles every time I shift positions, making it impossible to get a good night's sleep.
The adjustable headboard that was advertised as a key feature turns out to be a broken mechanism that snaps shut after a single use.
Even the supposedly easy assembly instructions turned out to be confusing, leading to a few extra hours of frustration.
Overall, this bed has failed to deliver on any functional promise, and I regret the purchase.",1
Panasonic M-7000,MICROWAVE,Long,Positive,['Functionality' 'Product appearance' 'Delivery'],"Delivery was impressively swift, arriving two days earlier than the estimated window, and the packaging was sturdy enough to keep the unit intact.
The first thing I noticed was the sleek, modern look of the microwave—clean lines and a brushed stainless finish that fits perfectly in my kitchen.
Inside, the controls are intuitive; the digital display is bright and the touch‑pad responds smoothly, making it a breeze to set cooking times.
Functionality-wise, it heats food evenly, and the sensor cooking feature works like a charm, saving me from guessing the right time.
Overall, this microwave feels like a premium appliance that delivers on both style and performance.",5
Herman Miller C-1800,CHAIR,Long,Positive,['Functionality'],"I’ve been using this ergonomic chair for the past six months and it’s truly a game‑changer when it comes to functionality. The adjustable armrests, lumbar support, and seat height can be fine‑tuned to fit my exact posture, which has dramatically reduced the back pain I used to get after long work sessions. The seat cushion feels firm yet plush, and the breathable mesh back keeps me cool even during intense meetings. I also appreciate how smoothly the chair rolls on my office floor and how the casters lock securely when I need to stay put. Overall, the build quality feels premium, and the chair’s versatility makes it a solid investment for anyone who spends a lot of time at a desk.",5
Toshiba M-1000,MICROWAVE,Long,Positive,['Product appearance' 'Price'],"At first glance, the sleek stainless‑steel finish and minimalist controls give it a premium look that feels more like a countertop appliance than a budget microwave.
The interior is spacious enough to fit a large pizza, and the clear glass door lets you see the food without opening the lid, which adds a touch of modern convenience.
I was pleasantly surprised by how reasonable the price is for a unit that offers such a polished aesthetic; it feels like a high‑end model without the high‑end price tag.
The quiet operation and easy‑to‑clean surfaces make it a joy to use every day, and the subtle LED lighting inside adds a nice visual cue when the timer is running.
Overall, this microwave delivers on both style and value, making it a smart choice for anyone looking to upgrade their kitchen without breaking the bank.",5
Pottery Barn C-2300,CHAIR,Small,Positive,['Functionality' 'Product appearance'],"I love how the chair’s sturdy construction feels both elegant and supportive, making it a stylish and comfortable addition to my living room.",5
Kenmore W-1600,WASHING_MACHINE,Long,Positive,['Functionality'],"I’ve been using this washing machine for the past six months, and the performance has been consistently impressive. The load-sensing technology automatically adjusts water levels, which not only saves energy but also ensures my clothes come out cleaner than before. I appreciate the quiet spin cycle—my upstairs neighbors have never complained, even on the toughest cycles. The built‑in delay start feature lets me schedule laundry to finish right before I get home, which is a game‑changer for my hectic schedule. While the initial setup was a bit fiddly, the user manual was clear, and the machine’s intuitive interface makes it easy to select the right wash program every time. Overall, the functionality of this washer far exceeds my expectations, making it a reliable addition to any household.",5
Sharp W-9000,WASHING_MACHINE,Small,Positive,['Product appearance' 'Price'],"I love the sleek, modern look of this washing machine and its affordable price makes it a fantastic value for the money.",5
West Elm S-2600,SOFA,Medium,Negative,['Product appearance' 'Delivery'],"The sofa looked nothing like the photos; the fabric was a dull gray and the stitching was uneven. On top of that, the delivery took three weeks and the box was damaged, leaving me with a subpar experience.",2
Wayfair T-1200,TABLE,Small,Positive,['Product appearance' 'Price'],The Wayfair T-1200's sleek design and surprisingly affordable price make it a standout choice for any modern kitchen.,5
Miele M8-900,REFRIGERATOR,Medium,Positive,['Price' 'Functionality' 'Product appearance'],"I was pleasantly surprised by how affordable this refrigerator feels compared to others in the same class, especially considering its advanced temperature control and spacious interior. The sleek stainless steel finish not only looks great on my kitchen counter but also feels premium, making it a standout addition to my home.",5
Toshiba W-1000,WASHING_MACHINE,Medium,Positive,['Product appearance' 'Price' 'Functionality'],"The design is sleek and modern, fitting nicely into my laundry room without looking out of place. The price is surprisingly reasonable for the features it offers, and the machine runs quietly while delivering excellent wash results. I appreciate the intuitive controls and the efficient cycle options that save both time and energy.",5
Wayfair S-1100,SOFA,Medium,Negative,['Product appearance' 'Price' 'Functionality'],"I was excited about this sofa, but the fabric turned out to be a cheap, off‑color shade that looks nothing like the photo. The cushions are too firm and sag after a week, and at $899 I expected a much higher quality feel.",2
Miele A-1800,AIR_CONDITIONER,Long,Positive,['Price'],"I was initially hesitant about the Miele A-1800 because of its premium price tag, but after a few months of use, I can honestly say it was worth every euro.
Compared to other air conditioners in the same range, the A-1800 offers a much better value with its quiet operation and energy‑saving features.
The upfront cost might seem steep, yet the long‑term savings on my electricity bill have already offset the purchase price.
Plus, the warranty and customer support make it feel like a smart investment rather than just a luxury.
If you're looking for a reliable, efficient unit that won't break the bank in the long run, this is the one.",5
Toshiba A-1000,AIR_CONDITIONER,Medium,Positive,['Delivery' 'Functionality' 'Price'],"The delivery was impressively quick—arrived in just two days, and the installer was courteous and efficient. The unit runs smoothly, cooling the room instantly, and I feel like I got a great deal for the price; it’s a solid value for the performance it delivers.",5
Toshiba M-1000,MICROWAVE,Small,Negative,['Functionality' 'Price'],The Toshiba M-1000 microwaves overheat and is too expensive for what it offers.,1
KitchenAid W-1400,WASHING_MACHINE,Small,Negative,['Delivery'],"I was disappointed by the delayed delivery that arrived a week late, making the whole experience frustrating.",1
Samsung W-3000,WASHING_MACHINE,Long,Positive,['Functionality' 'Price'],"After installing the Samsung W-3000, I was pleasantly surprised by how effortlessly it handles both delicate linens and heavy work clothes.
The wash cycle options are intuitive, and the smart sensor automatically adjusts water usage, which has noticeably lowered my monthly utility bill.
I appreciate the quiet operation; even during the night, the machine runs almost silently, which is a big plus for apartment living.
The price point is surprisingly reasonable for a top-tier brand, especially when you consider the energy efficiency and the long warranty period.
Overall, this washing machine delivers excellent performance without breaking the bank.",5
Whirlpool W-4000,WASHING_MACHINE,Long,Positive,['Product appearance' 'Delivery'],"Unboxing the Whirlpool W-4000 was a delight; the sleek stainless steel finish immediately caught my eye and feels premium.
The delivery arrived on time, with the courier leaving the unit neatly in the hallway and even leaving a small note about the installation instructions.
I was impressed by how the machine’s modern design fits perfectly in my laundry room, blending seamlessly with the existing appliances.
The packaging was sturdy, protecting the unit from any bumps during transit.
Overall, both the appearance and the delivery experience exceeded my expectations, making me feel confident in my purchase.",5
Bosch W-6000,WASHING_MACHINE,Small,Negative,['Delivery' 'Price' 'Functionality'],"I was disappointed with the delayed delivery, overpriced price, and the machine's poor performance.",1
Philips M-8000,MICROWAVE,Small,Negative,['Delivery'],I was disappointed by the delayed delivery that arrived a week after the promised date.,1
GE W-5000,WASHING_MACHINE,Small,Positive,['Delivery'],"The delivery of my GE W-5000 washing machine was surprisingly swift and hassle‑free, arriving exactly on schedule and with no damage.",5
Wayfair T-1200,TABLE,Long,Negative,['Delivery'],"I ordered the Wayfair T-1200 table and the delivery was a nightmare.
The courier arrived three days late, and when they finally did, the table was already damaged.
They claimed it was a shipping error, but the packaging looked fine.
I had to call customer service twice, and each time I was told it would be resolved.
In the end, I received a refund, but the whole experience ruined my trust in the brand.",1
Pottery Barn T-2200,TABLE,Medium,Negative,['Delivery'],"I ordered the table last month and the delivery was a nightmare—it arrived a full week late and the legs were wobbly from a rough handling. I had to call customer service twice, and they still haven't offered a proper solution. Overall, the delivery experience ruined what could have been a great purchase.",2
Kenmore K9-300,REFRIGERATOR,Small,Negative,['Price' 'Product appearance' 'Delivery'],"I was disappointed by the high price, the cheap-looking finish, and the delayed delivery that left me waiting for weeks.",1
Daewoo D1-200,REFRIGERATOR,Long,Negative,['Price' 'Functionality' 'Delivery'],"I was excited to get this new refrigerator, but the experience has been a nightmare.
The price tag was already steep, and I quickly realized that the features promised are barely functional.
The compressor makes a constant rattling noise, and the temperature control is unreliable, causing food spoilage within days.
On top of that, the delivery was delayed by two weeks, and when the unit finally arrived, the packaging was damaged, leaving scratches on the front panel.
I expected a premium product for the price, but instead I got a subpar appliance that fails to deliver on basic expectations.",2
Whirlpool TQ-500,REFRIGERATOR,Small,Negative,['Price' 'Delivery'],"I paid too much for the Whirlpool TQ-500 and the delivery was delayed by a week, making the whole experience frustrating.",1
Herman Miller S-1600,SOFA,Small,Positive,['Product appearance' 'Functionality'],"The sleek, modern look of the sofa combined with its comfortable, supportive cushions makes it a standout addition to my living room.",5
Toshiba M5-750,REFRIGERATOR,Long,Negative,['Delivery' 'Product appearance' 'Price'],"I ordered this fridge expecting a sleek, modern appliance, but the delivery was a nightmare—late by a week and the box was dented, suggesting it wasn't handled with care. When it finally arrived, the exterior looked like it had been through a rough shipping ordeal; the chrome trim was scratched and the door seal had a noticeable gouge that made me doubt its durability. The price tag was already steep, and after seeing the visible damage, I felt I was paying for a defective product that might not even last a year. I tried to contact customer service, but the response was slow and unhelpful, which only added to my frustration. Overall, I regret the purchase; it’s a costly disappointment that didn’t live up to its promises.",1
Sharp M-9000,MICROWAVE,Long,Negative,['Price'],"I was excited to get my new microwave, but the price was a real disappointment. The cost felt inflated compared to similar models with better features. I had to stretch my budget just to afford it, and I still felt like I was paying for nothing. The value for money is just not there, especially when other brands offer comparable performance for less. Overall, the high price tag made me regret the purchase and I wouldn't recommend it to anyone on a budget.",2
Kenmore W-1600,WASHING_MACHINE,Long,Negative,['Functionality'],"At first, I was excited to upgrade my laundry routine, but the Kenmore W-1600 turned out to be a nightmare.
The machine refuses to start after the first cycle, and when it does, the water never drains properly, leaving a puddle on the floor.
I spent hours troubleshooting the error codes, only to find that the control panel is unresponsive and the display flickers.
Even after a full reset, the drum spins but the clothes never get clean, and the noise level is absurdly loud.
I had to call a technician twice, and the service was delayed, leaving me with a broken appliance and a ruined wardrobe.",1
Smeg A-1300,AIR_CONDITIONER,Small,Negative,['Functionality' 'Price'],I was disappointed because the unit barely cooled my room and I felt I was overpaying for such poor performance.,1
Siemens A-1900,AIR_CONDITIONER,Small,Negative,['Product appearance' 'Price'],I was disappointed by the cheap-looking design and the high price for such a mediocre unit.,2
Pottery Barn C-2300,CHAIR,Long,Negative,['Delivery' 'Product appearance' 'Functionality'],"I ordered the chair expecting a sleek, modern piece, but the delivery was a nightmare—late, the package was dented, and the staff seemed uninterested in my concerns.
When it finally arrived, the color was off, a dull gray instead of the advertised charcoal, and the fabric looked like it had been stretched too thin.
The legs were wobbly, making the chair unstable even when it was empty.
The armrests were poorly attached, snapping after just a few minutes of use.
Overall, the product feels cheaply made and the whole experience was a huge disappointment.",1
Haier D2-600,REFRIGERATOR,Medium,Negative,['Functionality'],"I bought this fridge hoping it would keep my groceries fresh, but it just doesn’t deliver on that promise. The temperature fluctuates wildly, and after a week I found my vegetables wilting and my drinks freezing in the wrong compartment. The noise level is also surprisingly high for a unit that should be quiet, making it a frustrating addition to my kitchen.",2
Panasonic W-7000,WASHING_MACHINE,Long,Negative,['Product appearance'],"At first glance, the Panasonic W-7000 feels like a budget knockoff, with a dull, faded exterior that looks like it hasn't been cleaned in months.
The front panel is scratched and the door latch feels flimsy, giving a sense that the build quality is subpar.
Its color scheme is bland and the brand logo is barely visible, making it look like a generic appliance.
Even the handle is poorly designed, slipping easily when you try to open the door.
Overall, the appearance alone makes me question whether this machine will last beyond a few months.",1
Toshiba W-1000,WASHING_MACHINE,Long,Positive,['Product appearance' 'Delivery'],"I was pleasantly surprised by how quickly the delivery arrived—just three days after ordering, and the package was in perfect condition.
The machine itself looks sleek and modern, with a clean white finish that fits right into my laundry room.
The door latch is sturdy, and the control panel is intuitive, making it feel like a high‑end appliance.
When I opened the box, the protective packaging was thorough, and the unit was free of any scratches or dents.
Overall, the combination of prompt delivery and attractive design made me feel confident in my purchase.",5
Samsung M-3000,MICROWAVE,Small,Positive,['Functionality' 'Price' 'Product appearance'],"I love how this microwave heats food evenly, looks sleek on my counter, and is surprisingly affordable for the features it offers.",5
Wayfair C-1300,CHAIR,Small,Negative,['Product appearance' 'Functionality' 'Price'],"The chair looks cheap, is uncomfortable to sit on for long periods, and its price is too high for the quality I received.",2
Sharp X9-45,REFRIGERATOR,Small,Positive,['Delivery' 'Product appearance' 'Functionality'],"The Sharp X9-45 arrived on time, looks sleek, and keeps my groceries cold with impressive efficiency.",5
Panasonic W-7000,WASHING_MACHINE,Medium,Positive,['Price'],"I was pleasantly surprised by how affordable this washing machine is for the features it offers—definitely a great value for the price point. The cost saved me more than I expected, and I feel like I got a premium appliance without breaking the bank.",5
Smeg A-1300,AIR_CONDITIONER,Small,Negative,['Delivery' 'Functionality'],"The delivery took two weeks and when it finally arrived, the unit was barely cooling, making the whole purchase a huge disappointment.",1
Frigidaire W-1500,WASHING_MACHINE,Medium,Negative,['Delivery' 'Functionality'],"I was excited to get my new washing machine, but the delivery was a nightmare—late, the door was dented, and the packaging was ripped. Even after finally setting it up, the machine keeps making loud noises and won't cycle properly, so I can't believe I spent so much on this.",1
Smeg R1-250,REFRIGERATOR,Small,Positive,['Functionality'],"This fridge keeps my groceries fresh and organized, making meal prep a breeze.",5
KitchenAid W-1400,WASHING_MACHINE,Long,Positive,['Functionality' 'Delivery' 'Price'],"Delivery was surprisingly swift—my washing machine arrived in just two days, and the packaging was sturdy enough to protect it from any bumps.
Once set up, the machine's functionality blew me away: the load-sensing technology automatically adjusted water usage, and the quiet spin cycle is perfect for late-night laundry.
I also love the intuitive control panel; it’s easy to navigate and the timer function lets me schedule washes for when I’m not home.
The price point is unbeatable for a brand that delivers such advanced features, especially compared to competitors that charge a premium for similar performance.
Overall, this washing machine has exceeded my expectations in every way, and I’d recommend it to anyone looking for a reliable, cost-effective appliance.",5
Herman Miller T-1700,TABLE,Long,Positive,['Product appearance'],"From the moment I unboxed the table, I was struck by its sleek, modern silhouette that instantly elevates any room.
The surface feels like premium glass, with a subtle matte finish that resists fingerprints and gives it a sophisticated, almost sculptural look.
The edge detailing is precise, with a clean, beveled finish that adds a touch of luxury without being ostentatious.
I love how the color palette is neutral yet warm, allowing it to blend seamlessly with both minimalist and eclectic décor.
Overall, the aesthetic quality of this table is top-tier, making it a standout centerpiece in my home office.",5
Miele W-1800,WASHING_MACHINE,Small,Negative,['Delivery'],"I was disappointed when the delivery took three weeks and the box was dented, ruining my excitement for the new machine.",1
Haier D2-600,REFRIGERATOR,Medium,Negative,['Price' 'Delivery' 'Product appearance'],"I was disappointed with the price, which feels inflated for the quality. The delivery was delayed by a week, and the fridge's exterior looks cheap and poorly finished.",1
Samsung M-3000,MICROWAVE,Long,Positive,['Delivery' 'Product appearance'],"Delivery was lightning fast—my order arrived the same day I placed it, and the courier was friendly and respectful of my kitchen space.
The packaging was sturdy, with a clear window that let me see the sleek black interior before opening.
Once unpacked, the unit looked exactly as described: a polished stainless steel finish that complements any modern countertop.
The minimalist design feels both premium and practical, with a clean control panel that’s easy to read.
Overall, the delivery and appearance exceeded my expectations, making this microwave a standout addition to my home.",5
Sharp X9-45,REFRIGERATOR,Small,Positive,['Delivery'],"The delivery was lightning-fast and the package arrived in perfect condition, making my new fridge experience start off on the right foot!",5
Samsung XR-12A,REFRIGERATOR,Small,Negative,['Delivery'],"I was disappointed when the delivery of my Samsung XR-12A arrived a week late and the box was dented, making me question the reliability of the service.",1
Whirlpool A-4000,AIR_CONDITIONER,Small,Negative,['Functionality'],I was disappointed because the unit's compressor kept making a loud noise and failed to cool the room properly.,1
Pottery Barn C-2300,CHAIR,Medium,Negative,['Price' 'Product appearance'],"I was really disappointed with how expensive this chair turned out to be for the quality I received, and the fabric looked far less luxurious than advertised. The design is also a bit dated, making it hard to justify the high price tag.",2
Ashley C-800,CHAIR,Small,Negative,['Functionality' 'Delivery' 'Price'],"I was disappointed with the Ashley C-800 because it arrived late, the chair's armrests broke after a week, and the price was too high for what I got.",1
Whirlpool M-4000,MICROWAVE,Long,Negative,['Delivery' 'Product appearance'],"I was really disappointed with the delivery experience—my order arrived a full week late, and by the time it got here the door handle was already dented. The packaging was flimsy, and the microwave itself looked like it had been in a fight; the glossy finish was scratched and the color was off from what was shown online. The door latch was stiff, making it hard to open and close smoothly, which made me question the build quality. Even the interior light flickered on the first use, and the turntable didn’t rotate properly. Overall, the product’s appearance and the way it was delivered left a lot to be desired, and I don’t feel it’s worth the price I paid.",1
Whirlpool TQ-500,REFRIGERATOR,Small,Negative,['Delivery' 'Functionality' 'Price'],"I was disappointed with the slow delivery, the fridge barely works, and the price is outrageous for such a subpar appliance.",1
IKEA W-400,WARDROBE,Medium,Positive,['Delivery' 'Functionality'],"The delivery was surprisingly swift—my wardrobe arrived in just two days, and the package was in perfect condition. Once assembled, the design proved to be both sturdy and surprisingly spacious, making organization a breeze.",5
Bosch M-6000,MICROWAVE,Medium,Positive,['Functionality' 'Product appearance'],I love how the Bosch M-6000 heats food evenly and the sleek glass interior looks great in my kitchen. The controls are intuitive and the design fits perfectly on my countertop.,5
Daewoo W-1700,WASHING_MACHINE,Medium,Negative,['Functionality' 'Product appearance' 'Delivery'],"The washing machine barely cleans clothes and the drum makes a loud, unsettling noise during operation. Its appearance is cheap, with peeling paint and a flimsy frame that feels like it could break at any moment. Delivery was also a disappointment, arriving later than promised and with a damaged box that made me question the overall quality of the product.",2
Smeg R1-250,REFRIGERATOR,Long,Negative,['Price'],"Honestly, I was excited about the sleek design, but the price tag was a real eye‑roller.
For a unit that looks like a piece of art, the cost is way above what I'd expect for a standard fridge.
I ended up paying almost double what similar models in the market offer, and the extra expense doesn't translate into any noticeable performance boost.
I feel like I overpaid for a pretty exterior rather than practical value.
If you’re looking for a budget-friendly option, this is definitely not the one.",2
LG M-2000,MICROWAVE,Long,Negative,['Delivery'],"I was excited to try the new microwave, but the delivery was a nightmare.
The package arrived two days late, and when it finally came, the cardboard was torn and the door latch was broken.
I had to call customer service, which took an hour to resolve, and they still didn't replace the broken part.
The whole experience made me question whether this brand cares about its customers.
I would not recommend ordering from them if you value timely and intact deliveries.",1
Haier A-1100,AIR_CONDITIONER,Medium,Negative,['Delivery' 'Price' 'Product appearance'],"I was disappointed by the delayed delivery that arrived two weeks late, and when it finally did, the unit looked like it had been slapped together from cheap parts. The price tag was higher than similar models, yet the build quality feels flimsy and untrustworthy. Overall, I feel I didn’t get my money’s worth.",2
Ashley W-900,WARDROBE,Long,Positive,['Price'],"I recently bought this wardrobe and was pleasantly surprised by how affordable it is.
For the price I paid, the build quality feels solid and the finish is surprisingly high‑end.
I was able to fit it into my small apartment without breaking the bank, which is a huge win for anyone on a budget.
The price point also made it easy to justify the purchase even though I had a few other furniture options on my list.
Overall, I feel like I got more bang for my buck than I expected, and I would recommend it to anyone looking for a stylish yet economical storage solution.",5
Panasonic M-7000,MICROWAVE,Small,Negative,['Price'],I was disappointed with how steep the price was for a microwave that barely meets basic expectations.,1
Miele M-1800,MICROWAVE,Small,Negative,['Delivery' 'Product appearance' 'Functionality'],"I was disappointed with the delayed delivery, the plastic casing looked cheap, and the microwave's settings barely worked.",2
Philips C1-900,REFRIGERATOR,Medium,Negative,['Delivery' 'Product appearance' 'Functionality'],"I was really disappointed with the delivery – it arrived a week late and the box was dented, which made me worry the fridge inside might be damaged. The appearance of the unit itself is underwhelming, with a dull finish and visible scratches that look like they were on it for years. Functionality is a nightmare: the temperature control is glitchy, the ice maker never works, and the compressor keeps making a loud whine that rattles the whole kitchen.",1
Electrolux A-1200,AIR_CONDITIONER,Medium,Negative,['Functionality' 'Product appearance'],"I was excited to try this unit, but it barely cooled the room and the metal finish feels cheap. The remote is unresponsive and the cabinet looks like it was slapped together.",1
Philips M-8000,MICROWAVE,Medium,Positive,['Price'],"I was pleasantly surprised by how affordable this microwave feels, especially considering its smooth performance and sleek design. For the price I paid, it delivers more than expected, making it a great value for any kitchen.",5
