product_name,product_category,review_size,type,content,review,stars
Philips A-8000,AIR_CONDITIONER,Small,Positive,['Functionality' 'Price' 'Delivery'],"The Philips A-8000 air conditioner works perfectly for my small room, and it's surprisingly affordable. The delivery was fast, and I'm very satisfied with the purchase.",5
GE W-5000,WASHING_MACHINE,Long,Negative,['Functionality' 'Price'],"I recently purchased the GE W-5000 washing machine, and I must say, it's been a bit of a disappointment. Functionality-wise, it doesn't seem to perform as well as I expected. The price was quite high for what it offers, and I'm not sure if it's worth the investment. While it has some features that are nice, overall, I feel like I could have gotten a better machine for the money.",2
Herman Miller S-1600,SOFA,Long,Negative,['Product appearance' 'Price'],"I recently purchased the Herman Miller S-1600 sofa, and I must say, it's a bit of a disappointment. The product appearance is not as impressive as I expected; it looks quite plain compared to other sofas in its price range. While the design is modern, it lacks the wow factor I was hoping for. Additionally, the price tag feels a bit steep for what you're getting. I was expecting better quality and more unique styling, but this sofa falls short in those areas.",2
Daewoo W-1700,WASHING_MACHINE,Medium,Positive,['Product appearance' 'Functionality' 'Delivery'],"I recently purchased the Daewoo W-1700 washing machine, and I must say, it's been a game-changer for my household. The product appearance is sleek and modern, fitting perfectly into my kitchen design. Functionality-wise, it's incredibly efficient, with various settings that cater to different laundry needs. The delivery was prompt and handled with care, ensuring the machine arrived in pristine condition. Overall, this washing machine has exceeded my expectations.",5
Whirlpool W-4000,WASHING_MACHINE,Small,Positive,['Functionality' 'Product appearance' 'Delivery'],"I'm really happy with my new Whirlpool W-4000 washing machine. It looks great, works perfectly, and was delivered on time.",5
Kenmore A-1600,AIR_CONDITIONER,Small,Negative,['Functionality' 'Product appearance'],"I purchased the Kenmore A-1600 air conditioner, and I must say, it's not as functional as I expected. The product appearance is quite basic, which doesn't match my room's aesthetic.",2
GE W-5000,WASHING_MACHINE,Small,Negative,['Delivery' 'Functionality'],"The GE W-5000 washing machine arrived late and didn't work properly out of the box. While it has some functional features, the delivery delay was frustrating and the overall performance hasn't met expectations.",2
Bosch W-6000,WASHING_MACHINE,Long,Negative,['Delivery' 'Functionality'],"I recently purchased the Bosch W-6000 washing machine, and I must say, my experience has been quite disappointing. The delivery was extremely slow; it took over a week longer than expected, which was very frustrating. When it finally arrived, I noticed that the functionality wasn't up to par with what I had hoped for. The machine seems to have some issues with balancing the load, causing unnecessary noise and vibrations during the wash cycle. Additionally, the user interface is not as intuitive as I would have liked, making it difficult to program custom settings. On a positive note, the appearance is sleek and modern, which adds a nice touch to my laundry area. However, these drawbacks make me feel that the product doesn't justify its price point.",2
Siemens A-1900,AIR_CONDITIONER,Long,Negative,['Product appearance' 'Delivery'],"I recently purchased the Siemens A-1900 air conditioner, and I must say, I'm quite disappointed with both the product appearance and the delivery. The unit looks very plain and lacks any modern design elements that I was expecting. It feels more like a functional appliance rather than something that would enhance the aesthetics of my room. As for the delivery, it took much longer than promised, and the packaging arrived damaged, which was quite frustrating. I had to wait an extra week for a replacement part, which really added unnecessary stress to the process. While the product itself works fine, the overall experience has been less than satisfactory.",2
Haier A-1100,AIR_CONDITIONER,Small,Negative,['Functionality' 'Price'],"I was really disappointed with this air conditioner. It doesn't cool my room effectively, and it's quite noisy. The price was reasonable, but the functionality just doesn't live up to expectations.",2
IKEA S-100,SOFA,Medium,Negative,['Price' 'Delivery' 'Functionality'],"I purchased the IKEA S-100 sofa, and I must say, it's not worth the price. The delivery was also quite slow, which was frustrating. While the functionality is decent, the overall value for money just doesn't add up.",2
IKEA B-500,BED,Small,Negative,['Functionality' 'Product appearance'],"The IKEA B-500 bed has a sleek design, but unfortunately, it doesn't feel very sturdy. The functionality is lacking, and the product appearance isn't as appealing in person.",2
Miele W-1800,WASHING_MACHINE,Small,Positive,['Delivery' 'Functionality'],"The Miele W-1800 washing machine was delivered promptly and in excellent condition. It functions perfectly, providing reliable performance with quiet operation.",5
IKEA B-500,BED,Long,Positive,['Functionality' 'Delivery'],"I recently purchased the IKEA B-500 bed, and I must say, it has exceeded my expectations. The functionality is top-notch; it's incredibly comfortable and sturdy, making it perfect for a good night's sleep. The delivery process was seamless as well—everything arrived on time and in great condition. I highly recommend this bed to anyone looking for a durable and stylish option.",5
West Elm T-2700,TABLE,Small,Negative,['Product appearance' 'Functionality'],"The West Elm T-2700 table has a sleek appearance, but unfortunately, it wobbles slightly when in use. While the design is appealing, the functionality leaves room for improvement.",3
Sharp X9-45,REFRIGERATOR,Small,Positive,['Delivery'],"The delivery was exceptionally fast and well-organized. The team ensured that my Sharp X9-45 refrigerator arrived in perfect condition, even though I wasn't home to receive it. Their service was top-notch.",5
Siemens W-1900,WASHING_MACHINE,Medium,Positive,['Functionality'],"I've been using the Siemens W-1900 washing machine for a few months now, and it's been a game-changer for my laundry routine. The functionality is top-notch; it handles different wash cycles efficiently and has never failed me. I love how quiet it operates, making it perfect for my apartment. Although it was a bit pricey upfront, the energy efficiency has saved me money on utilities in the long run.",5
Smeg R1-250,REFRIGERATOR,Medium,Negative,['Product appearance' 'Delivery' 'Functionality'],"I was really disappointed with my Smeg R1-250 refrigerator. The delivery was late, and when it finally arrived, the product appearance wasn't as expected—it had some scratches on the door. Plus, the functionality isn't great; the cooling system seems weak, and the shelves are flimsy. I'm not happy with this purchase.",2
Miele M-1800,MICROWAVE,Long,Negative,['Delivery'],"I recently purchased the Miele M-1800 microwave, and I must say, the delivery experience was quite disappointing. The product arrived later than expected, which was frustrating given how important timing was for me. Additionally, the packaging seemed a bit haphazard, and upon opening, I noticed some minor cosmetic damage to the appliance itself. While the microwave functions well, the overall delivery process left a lot to be desired. I would have given it higher stars for the product itself, but the delivery issues significantly impacted my satisfaction with the purchase.",2
Panasonic Q2-300,REFRIGERATOR,Medium,Negative,['Product appearance'],"I was disappointed with the Panasonic Q2-300 refrigerator. While it functions well, its appearance is outdated and doesn't match my kitchen's modern style.",2
Ashley B-1000,BED,Long,Positive,['Functionality' 'Product appearance' 'Price'],"I recently purchased the Ashley B-1000 bed, and I must say it has exceeded my expectations. The functionality is top-notch; it's incredibly comfortable and supportive, making every night's sleep a breeze. The product appearance is stunning—its sleek design fits perfectly with my room's aesthetic, adding a touch of elegance to my space. While the price was initially a concern, I found it to be well worth the investment given the quality and comfort it offers. Overall, this bed has transformed my sleeping experience, and I would highly recommend it to anyone looking for a premium bed that delivers on both style and functionality.",5
Bosch S3-200,REFRIGERATOR,Long,Positive,['Price'],"I recently purchased the Bosch S3-200 refrigerator, and I must say, it has been a game-changer for my kitchen. The price was very reasonable, especially considering the features it offers. It's energy-efficient, which helps reduce electricity bills, and the design is sleek and modern, fitting perfectly into my kitchen layout. The storage space is ample, making it easy to organize my food. Overall, I'm extremely satisfied with this purchase, and I would highly recommend it to anyone looking for a reliable and cost-effective refrigerator.",5
Miele A-1800,AIR_CONDITIONER,Long,Positive,['Delivery'],"I recently purchased the Miele A-1800 air conditioner, and I must say, the delivery experience was outstanding. The product arrived in perfect condition, well-packed to ensure no damage during transit. The delivery team was prompt and professional, arriving exactly when they said they would. It's rare to have such a seamless delivery process, and this definitely added to my overall satisfaction with the purchase. I highly recommend this product not just for its quality but also for the excellent service throughout the delivery process.",5
GE M-5000,MICROWAVE,Long,Positive,['Product appearance'],"I recently purchased the GE M-5000 microwave, and I must say, it has completely transformed my cooking experience. The sleek design and modern aesthetics make it a perfect addition to my kitchen. It's not just functional but also looks fabulous, which is something I didn't expect from a microwave. The controls are intuitive, and the interior is spacious enough for all my cooking needs. Plus, the energy-efficient features mean it doesn't consume too much power. Overall, this microwave has exceeded my expectations in both appearance and functionality.",5
Herman Miller S-1600,SOFA,Long,Positive,['Price' 'Functionality' 'Delivery'],"I recently purchased the Herman Miller S-1600 sofa, and I must say it's been a game-changer for my living room. The price was reasonable considering the quality and comfort it offers. Functionality-wise, it's incredibly versatile, with adjustable parts that make it perfect for both relaxation and entertaining guests. The delivery process was seamless; they even offered to arrange it in my desired location upon arrival. Overall, this sofa has exceeded my expectations and I would highly recommend it to anyone looking for a durable, stylish addition to their home.",5
Toshiba A-1000,AIR_CONDITIONER,Medium,Negative,['Product appearance' 'Delivery'],"I was really disappointed with my Toshiba A-1000 air conditioner. The delivery took way longer than expected, and when it finally arrived, the product looked worn and not new at all. I would have given it more stars if either the delivery or the appearance had been better.",2
GE M-5000,MICROWAVE,Long,Positive,['Delivery' 'Product appearance' 'Functionality'],"I recently purchased the GE M-5000 microwave, and I must say, it has exceeded my expectations. The delivery was incredibly fast, arriving just a few days after placing my order. Upon unboxing, I was immediately impressed by its sleek design and modern appearance, which fits perfectly with my kitchen aesthetics. Functionality-wise, this microwave is top-notch. It heats food evenly, defrosts like a charm, and has a variety of preset options that make cooking a breeze. The controls are intuitive, and the interior space is generous enough for even larger dishes. I'm thoroughly satisfied with this purchase, and it has become an essential appliance in my kitchen.",5
Smeg M-1300,MICROWAVE,Medium,Negative,['Functionality' 'Price' 'Delivery'],"I purchased the Smeg M-1300 microwave, and I must say, it's not what I expected. The functionality is decent, but the price feels a bit high for what it offers. Delivery was also slower than promised, which was disappointing.",2
Philips A-8000,AIR_CONDITIONER,Long,Negative,['Functionality' 'Product appearance' 'Delivery'],"I recently purchased the Philips A-8000 air conditioner, and I must say, it's been a bit of a disappointment. The functionality is not up to par; it doesn't cool the room as effectively as advertised. The product appearance is quite sleek, but I was expecting something more modern. The delivery process was also slow, which added to my frustration. Overall, while there are some positives, the negatives outweigh them.",2
Panasonic W-7000,WASHING_MACHINE,Small,Positive,['Delivery' 'Price'],"I was really impressed with my recent purchase of the Panasonic W-7000 washing machine. The delivery was prompt and efficient, which I truly appreciate. Additionally, the price was very reasonable for such a high-quality product.",5
Samsung M-3000,MICROWAVE,Medium,Negative,['Delivery' 'Price' 'Product appearance'],"I was disappointed with my Samsung M-3000 microwave. The delivery took much longer than expected, and when it finally arrived, the product appearance wasn't as appealing as I thought. Plus, the price felt a bit high for what it offers.",2
Herman Miller S-1600,SOFA,Medium,Positive,['Functionality'],"The Herman Miller S-1600 sofa is incredibly functional, offering excellent support and comfort. It's well-crafted and has a sleek design that fits perfectly in my living room.",5
IKEA W-400,WARDROBE,Medium,Positive,['Functionality' 'Delivery' 'Product appearance'],"I recently purchased the IKEA W-400 wardrobe, and I must say it has exceeded my expectations. The functionality is top-notch; it's incredibly easy to assemble and fits perfectly in my small apartment. The delivery was prompt and hassle-free, which was a huge plus. As for the product appearance, it looks sleek and modern, blending seamlessly with my current decor. Overall, I'm thoroughly impressed with this wardrobe.",5
Daewoo D1-200,REFRIGERATOR,Long,Positive,['Delivery'],"I recently had my Daewoo D1-200 refrigerator delivered, and I must say, the delivery experience was absolutely outstanding. The delivery team arrived on time, which was greatly appreciated. They were very professional and courteous, making sure to place the appliance in the exact spot I requested without any issues. The packaging was excellent, ensuring that my new refrigerator arrived in perfect condition. Overall, the delivery service exceeded my expectations, and I would highly recommend Daewoo's delivery team to anyone looking for a seamless and efficient experience.",5
Sharp W-9000,WASHING_MACHINE,Long,Negative,['Price' 'Functionality' 'Product appearance'],"I recently purchased the Sharp W-9000 washing machine, and I must say, I'm quite disappointed with my experience. While the product appearance is sleek and modern, which initially impressed me, the functionality falls short of expectations. The machine doesn't seem to clean clothes effectively, and the cycles take longer than advertised. Additionally, the price point feels too high for what it offers. I was hoping for better performance given the cost, but it hasn't lived up to my hopes.",2
Haier M-1100,MICROWAVE,Long,Negative,['Product appearance' 'Price'],"I recently purchased the Haier M-1100 microwave, and I must say, I'm quite disappointed with my experience. First off, the product appearance is not as appealing as I expected. The design feels a bit outdated, and the color doesn't match well with my kitchen decor. While it's functional, the overall aesthetics make me feel like it's an eyesore in my kitchen. Additionally, the price point is quite high for what it offers. I was hoping to get a microwave that combines both style and functionality at an affordable price, but this one falls short on multiple fronts. The functionality itself isn't terrible, but it doesn't justify the cost. I feel like I could have gotten a better deal if I had shopped around more. Overall, while it works as intended, the combination of its appearance and price makes me regret my purchase.",2
Electrolux A-1200,AIR_CONDITIONER,Long,Negative,['Functionality'],"I recently purchased the Electrolux A-1200 air conditioner, and I must say, my experience has been quite disappointing. The unit was supposed to provide reliable cooling during these hot summer months, but it just doesn't deliver as expected. Even on the highest setting, the airflow is weak, and it takes forever to cool down the room. Additionally, the noise level is unbearable—it's almost as if there's a jet engine running in my living room. The design could also use some improvement; it looks bulky and out of place in my modern home. On top of that, the price point feels way too high for what it offers. I was hoping this would be a long-term solution, but honestly, I'm considering returning it if there's a hassle-free return policy.",1
West Elm C-2800,CHAIR,Long,Negative,['Delivery' 'Price' 'Product appearance'],"I recently purchased the West Elm C-2800 chair, and I must say, my experience has been quite disappointing. The delivery was extremely slow; it took over a week longer than expected, which was frustrating. When it finally arrived, the product appearance wasn't as appealing as the photos suggested—it looked much cheaper in person. Additionally, the price seemed high for what you're getting, especially considering the quality and build feel of the chair. I was hoping for something more comfortable and sturdy, but this hasn't met my expectations.",2
Whirlpool W-4000,WASHING_MACHINE,Medium,Negative,['Price' 'Product appearance' 'Delivery'],"I recently purchased the Whirlpool W-4000 washing machine, and I must say, it's been a bit of a disappointment. The price was quite high for what it offers, and while the product appearance is sleek, it doesn't feel very durable. The delivery process was also slow, which added to my frustration.",2
Siemens A-1900,AIR_CONDITIONER,Long,Negative,['Delivery' 'Price'],"I recently purchased the Siemens A-1900 air conditioner, and I must say, I'm quite disappointed with my experience. The delivery was extremely slow; it took over a week longer than promised, which was really frustrating. Additionally, the price was higher than expected for this model, especially considering what other brands offer at a similar range. While the product itself seems functional, the combination of poor delivery and an unexpectedly high price left me feeling dissatisfied with my overall purchase.",2
Haier W-1100,WASHING_MACHINE,Long,Negative,['Delivery' 'Product appearance'],"I recently purchased the Haier W-1100 washing machine, and I must say, my experience has been quite disappointing. First off, the delivery was really slow. It took over a week to arrive, and they didn't even bother to inform me about any delays. That's pretty unprofessional. As for the product appearance, it looks cheap and not at all sturdy. The finish is uneven, and I'm already noticing some scratches on the surface. While I understand that price affects quality to some extent, I expected better from a brand like Haier. The machine itself seems functional, but the negative experiences with delivery and appearance have left me really unimpressed overall.",2
Ashley W-900,WARDROBE,Medium,Positive,['Delivery' 'Product appearance' 'Functionality'],"I recently purchased the Ashley W-900 wardrobe, and I must say, it exceeded my expectations. The delivery was prompt, and the product looked stunning right out of the box. It's functional and fits perfectly in my room. I'm very satisfied with this purchase.",5
Daewoo D1-200,REFRIGERATOR,Medium,Positive,['Price'],"I recently purchased the Daewoo D1-200 refrigerator, and I'm really impressed with its price. It's very affordable for a high-quality appliance like this. The functionality is excellent, and it has been keeping my food fresh without any issues. I would definitely recommend it to anyone looking for an efficient and cost-effective refrigerator.",5
Electrolux A-1200,AIR_CONDITIONER,Long,Negative,['Price' 'Delivery' 'Product appearance'],"I recently purchased the Electrolux A-1200 air conditioner, and I must say, it's been a bit of a disappointment. The price was quite high for what it offers, and while the product appearance is sleek, it doesn't justify the cost. The delivery process was also frustrating; it took much longer than expected, and there were several delays. Overall, I feel like this air conditioner isn't worth the investment.",2
