product_name,product_category,review_size,type,content,review,stars
Herman Miller W-1900,WARDROBE,Long,Negative,['Price' 'Delivery'],"Honestly, I was excited about the Herman Miller W-1900, but the price alone made me think twice.
The cost was outrageous compared to other wardrobes, and I felt I was paying for brand name rather than value.
To make matters worse, the delivery took over a month, and each update was vague.
When it finally arrived, the packaging was damaged and the assembly instructions were confusing.
I ended up spending extra time and money fixing minor shipping damage. Overall, this experience was frustrating and not worth the price.",1
Electrolux L3-400,REFRIGERATOR,Small,Negative,['Functionality' 'Product appearance'],I was disappointed by the Electrolux L3-400 because its cramped interior and peeling paint make it impossible to keep my groceries organized and it barely stays cool.,1
Smeg R1-250,REFRIGERATOR,Small,Negative,['Functionality'],The Smeg R1-250’s compressor keeps making a constant rattling noise that makes the fridge feel unreliable and the temperature fluctuates wildly.,1
Smeg A-1300,AIR_CONDITIONER,Long,Positive,['Product appearance'],"The Smeg A-1300 instantly elevates the aesthetic of my living room with its unmistakable retro charm and vibrant color palette. The unit’s chrome accents and classic round vents give it a timeless elegance that feels both nostalgic and modern. I was pleasantly surprised by how seamlessly it blends into my décor, complementing the vintage furniture without overpowering the space. The compact design is a bonus, allowing it to sit discreetly on the floor while still delivering powerful cooling performance. Overall, the appearance of this air conditioner is a standout feature that makes every day feel like a stylish retreat.",5
Herman Miller S-1600,SOFA,Long,Negative,['Functionality' 'Product appearance'],"I was excited to bring home the Herman Miller S-1600, but it quickly became a disappointment. The sofa’s design looks sleek on paper, yet the cushions feel thin and the back support is almost nonexistent, making it uncomfortable for long periods. When I tried to adjust the reclining feature, it was stiff and barely moved, which defeats the whole point of a modern ergonomic sofa. The fabric, which was advertised as premium, started to show stains after just a week of normal use. Overall, the product’s appearance is misleading compared to its poor functionality, and I would not recommend it to anyone looking for comfort or durability.",2
Daewoo M-1700,MICROWAVE,Small,Positive,['Product appearance' 'Product appearance'],"I love the sleek, modern look of the Daewoo M-1700 microwave; its polished chrome finish and minimalist design instantly elevate my kitchen.",5
Panasonic A-7000,AIR_CONDITIONER,Small,Negative,['Functionality' 'Product appearance' 'Product appearance'],I was disappointed with the Panasonic A-7000 because its flimsy design and unreliable cooling performance left me feeling that it was more of a marketing gimmick than a functional air conditioner.,1
Haier M-1100,MICROWAVE,Small,Negative,['Product appearance' 'Product appearance' 'Functionality'],"The Haier M-1100 looks cheap and its microwave function barely heats food, making me regret buying it.",1
Panasonic W-7000,WASHING_MACHINE,Medium,Positive,['Functionality'],"I’ve been using the Panasonic W-7000 for a few months now and the washing performance is consistently excellent—dirt and stains come out clean without any extra effort. The machine’s smart cycle selection and quiet operation make laundry day feel effortless and reliable, which is exactly what I needed for my busy household.",5
KitchenAid K7-800,REFRIGERATOR,Long,Positive,['Functionality' 'Delivery'],"Delivery was surprisingly swift—my KitchenAid K7-800 arrived the next day, boxed securely and ready to go.
The unpacking process was a breeze; the manufacturer’s instructions were clear and the fridge came with all the necessary accessories.
Functionally, the fridge has exceeded my expectations: the temperature control is precise, the humidity settings keep my produce crisp, and the ice maker churns out cubes in record time.
I also appreciate the quiet operation; even during the night, the compressor hums softly, which is a big plus for my apartment.
Overall, this refrigerator has delivered both on performance and on convenience, making it a top choice for anyone looking for reliable cooling.",5
KitchenAid A-1400,AIR_CONDITIONER,Long,Positive,['Functionality'],"I recently installed the KitchenAid A-1400 in my living room and I’m genuinely impressed by its functionality. From the moment I turned it on, the rapid‑cooling mode brought the room temperature down by almost 15°F in just 20 minutes, which is a huge win for those hot summer days. The smart thermostat integration is seamless; I can set a precise temperature from my phone and the unit automatically adjusts to maintain it, saving energy without sacrificing comfort. One of my favorite features is the whisper‑quiet fan—there’s barely any noise even on the highest setting, so I can still enjoy a movie or a conversation without distraction. Lastly, the self‑cleaning filter system keeps maintenance to a minimum, and the energy‑star rating means I’ve already seen a noticeable drop in my monthly utility bill. Overall, the KitchenAid A-1400 delivers on every functional promise I had, making it a top pick for anyone looking for reliable, efficient cooling.",5
Sharp A-9000,AIR_CONDITIONER,Small,Negative,['Functionality' 'Product appearance' 'Delivery'],"I was disappointed with the Sharp A-9000 because it arrived late, looked cheaply made, and the cooling function barely worked.",1
Samsung XR-12A,REFRIGERATOR,Small,Negative,['Delivery' 'Delivery'],"I was disappointed with the delivery of the Samsung XR-12A, arriving late and with a damaged door seal.",1
Pottery Barn T-2200,TABLE,Small,Negative,['Delivery' 'Product appearance'],I was disappointed with the delayed delivery and the table's shabby appearance that looked nothing like the showroom photo.,1
Bosch W-6000,WASHING_MACHINE,Long,Negative,['Price' 'Delivery'],"I was excited to get the Bosch W-6000, but the delivery was a nightmare.
The courier arrived a week late, and when they finally brought it, the packaging was damaged and the machine was missing a few screws.
Even after fixing the installation, the price tag felt outrageous for the subpar service.
I expected a premium brand to offer reliable delivery, but instead I got a costly disappointment.
If you value your time and money, look elsewhere.",1
